isbn,authors,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,should_i_read
1442407689,Lisa McMann,2011.0,"The Unwanteds (Unwanteds, #1)",4.07,16776,410,958,3378,5450,7739,1
1933718552,Mike Mullin,2011.0,"Ashfall (Ashfall, #1)",3.96,18583,526,1041,4006,7319,6879,0
1455518379,Nelson DeMille,2012.0,"The Panther  (John Corey, #6)",3.93,11695,263,823,3300,5911,4712,0
449208281,Dorothy Gilman,1966.0,The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),4.14,15666,133,422,3242,6481,6830,1
1455525839,"Douglas Preston, Lincoln Child",2013.0,"White Fire (Pendergast, #13)",4.07,12277,120,523,3007,6793,5571,1
1841496049,Karen Miller,2005.0,"The Innocent Mage (Kingmaker, Kingbreaker, #1)",3.65,15419,554,1513,4845,5814,3799,0
345346297,Carl Sagan,1977.0,Dragons of Eden: Speculations on the Evolution of Human Intelligence,4.16,13310,198,495,2305,5101,6131,1
425212696,Sue Grafton,2005.0,"S is for Silence (Kinsey Millhone, #19)",3.9,17879,113,646,5365,8356,4991,0
340884355,Robert Muchamore,2005.0,"Maximum Security (Cherub, #3)",4.24,14860,76,408,2436,5552,7247,1
037321006X,Maria V. Snyder,2010.0,"Inside Out (Insider, #1)",3.82,20472,598,1467,5568,8111,6257,0
1603093001,"John             Lewis, Andrew Aydin, Nate Powell",2013.0,"March: Book One (March, #1)",4.33,19430,412,414,1814,6699,10532,1
374504644,"Flannery O'Connor, Robert Fitzgerald",1965.0,Everything That Rises Must Converge: Stories,4.27,14534,163,433,1876,5312,7241,1
312938829,Sherrilyn Kenyon,2008.0,"Dream Chaser (Dark-Hunter #13, Dream-Hunter #3)",4.2,23294,110,779,4307,8269,11162,1
067102082X,Hugh Laurie,1996.0,The Gun Seller,3.69,13247,311,1393,4865,6505,3455,0
307595609,Nora Ephron,2010.0,I Remember Nothing: and Other Reflections,3.73,13875,249,1211,4769,5913,3680,0
143039652,"R.K. Narayan, Jhumpa Lahiri",1943.0,Malgudi Days,4.2,11527,116,237,1807,5274,5092,1
006245773X,Mark Manson,2016.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,4.03,41087,1484,2534,8529,16518,19594,1
393086925,James Grady,1974.0,Six Days of the Condor,4.08,13779,140,410,2849,5741,5263,1
307263940,Anne Tyler,2006.0,Digging to America,3.53,15484,290,1589,6406,6627,2348,0
547807686,"Oliver Pötzsch, Lee Chadeayne",2009.0,"The Dark Monk (The Hangman's Daughter, #2)",3.82,10785,143,744,4529,7243,3564,0
425218422,Nalini Singh,2007.0,Caressed by Ice (Psy-Changeling #3),4.33,24390,139,541,3455,9039,13703,1
312362919,"Jeff Hertzberg, Zoë François, Mark Luinenburg",2007.0,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,4.11,13984,423,642,2287,4473,6348,1
1841591009,P.G. Wodehouse,1938.0,"The Code of the Woosters (Jeeves, #7)",4.36,8979,69,222,1906,6214,8657,1
399157565,Patricia Cornwell,2012.0,"The Bone Bed (Kay Scarpetta, #20)",3.64,13557,500,1666,5337,5617,4038,0
718154835,Stephen Fry,2010.0,The Fry Chronicles (Memoir #2),3.87,14037,262,844,3743,6632,4249,0
915144867,"John Locke, C.B. Macpherson",1689.0,Second Treatise of Government,3.75,14549,479,1181,4276,5093,4258,0
393072223,Nicholas Carr,2010.0,The Shallows: What the Internet is Doing to Our Brains,3.85,6938,308,933,3625,6106,4118,0
452297648,Natasha Solomons,2011.0,The House at Tyneford,3.78,14092,203,1006,4313,6673,3503,0
446676500,"Martin Luther King Jr., Clayborne Carson",1986.0,"The Autobiography of Martin Luther King, Jr.",4.31,11261,119,276,1549,3561,6114,1
743444299,"Mineko Iwasaki, Rande Brown",2002.0,"Geisha, a Life",3.92,12995,175,811,3820,6065,4785,0
60684127,A.W. Tozer,1961.0,The Knowledge of the Holy,4.37,13800,260,395,1662,3800,8636,1
1401360203,"Sergei Lukyanenko, Andrew Bromfield",2000.0,Day Watch (Watch #2),4.05,13812,132,612,3329,7389,5843,1
312424086,Michael Cunningham,1990.0,A Home at the End of the World,3.89,13228,256,896,3615,5657,4543,0
1401237770,"Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea",2013.0,"Batman, Volume 2: The City of Owls",4.26,13864,63,350,2109,5857,7016,1
886773520,Mercedes Lackey,1989.0,Magic's Pawn (Valdemar: Last Herald-Mage #1),4.21,19865,272,755,3212,6378,9873,1
99595818,George Saunders,1996.0,CivilWarLand in Bad Decline,4.22,10525,91,350,1856,5192,5724,1
031269945X,"Howard E. Wasdin, Stephen Templin",2011.0,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,4.0,10582,161,542,2571,4455,4166,1
609810111,Caroline Myss,2001.0,Sacred Contracts: Awakening Your Divine Potential,3.97,12218,252,786,2753,4008,4682,0
1400095565,Dave Eggers,2005.0,How We Are Hungry,3.75,11282,163,781,3678,4767,2688,0
872206335,"Plato, G.M.A. Grube, John M. Cooper",-385.0,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",4.1,13301,160,535,2692,4632,5614,1
525453679,Oscar Wilde,1888.0,The Happy Prince,4.22,17522,175,648,3119,6130,9084,1
1682305066,Erin Watt,2016.0,"Twisted Palace (The Royals, #3)",4.0,16342,394,1244,4026,7107,7692,1
375955712,Jeanne DuPrau,2008.0,"The Diamond of Darkhold (Book of Ember, #4)",3.79,18425,262,1387,5966,7475,5240,0
141019085,Daniel Silva,2003.0,"A Death in Vienna (Gabriel Allon, #4)",4.17,12761,59,262,2506,6999,5883,1
993800130,Helena Hunting,2015.0,"Pucked (Pucked, #1)",4.05,20014,719,1331,4291,8832,10312,1
62415832,"Irin Carmon, Shana Knizhnik",2015.0,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,4.22,15626,202,370,2324,7132,7614,1
758266928,Jennifer Estep,2011.0,"Touch of Frost (Mythos Academy, #1)",3.96,23343,560,1434,5436,9395,8917,0
752858521,Robert Ludlum,1984.0,The Aquitaine Progression,3.9,14100,120,607,3965,5917,4109,0
192838628,John Galsworthy,1921.0,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",4.15,14218,250,596,2721,5418,7105,1
449003787,Sue Grafton,1999.0,"O is for Outlaw (Kinsey Millhone, #15)",3.92,18715,74,561,5686,8579,5344,0
1423111443,Laurie Faria Stolarz,2008.0,"Deadly Little Secret (Touch, #1)",3.86,20156,566,1702,5151,6373,7370,0
345543084,"Janet Evanovich, Lee Goldberg",2014.0,"The Chase (Fox and O'Hare, #2)",3.93,14059,115,613,4701,7735,5021,0
753819929,"Jostein Gaarder, James Anderson",2003.0,The Orange Girl,3.91,10355,275,1033,3697,5620,5177,0
425132951,"Leigh Nichols, Dean Koontz",1982.0,The House of Thunder,3.78,14618,290,1174,4623,5032,4400,0
439829119,John Marsden,1994.0,"The Dead of Night (Tomorrow, #2)",4.13,15240,69,399,3095,7410,6306,1
316252964,Daphne du Maurier,1951.0,My Cousin Rachel,3.92,9557,235,933,4818,9007,5826,0
812971671,Gary Shteyngart,2006.0,Absurdistan,3.29,10712,787,1824,3822,3748,1553,0
312599064,Sherrilyn Kenyon,2011.0,"Invincible (Chronicles of Nick, #2)",4.27,19887,158,559,3136,7280,10520,1
786887583,George Carlin,2001.0,Napalm & Silly Putty,4.12,12798,141,465,2561,4724,5546,1
751500283,Bill Watterson,1992.0,The Indispensable Calvin and Hobbes,4.73,14597,19,62,666,2969,13195,1
812968379,Firoozeh Dumas,2003.0,Funny in Farsi: A Memoir of Growing Up Iranian in America,3.76,10008,253,941,3805,5460,3197,0
749934360,"J.D. Robb, Susan Ericksen",2000.0,"Witness in Death (In Death, #10)",4.3,19178,55,284,3167,8399,10574,1
671540661,Gene Wolfe,1980.0,The Shadow of the Torturer (The Book of the New Sun #1),3.8,15507,636,1538,3710,5303,5321,0
316194689,A.S. King,2012.0,Ask the Passengers,3.88,17896,532,1180,4270,6966,6030,0
575132507,Ben Aaronovitch,2014.0,"Foxglove Summer (Peter Grant, #5)",4.18,12167,36,284,2398,7966,6132,1
99465639,Georgette Heyer,1950.0,The Grand Sophy,4.16,16282,198,559,2989,7328,7785,1
226320618,Friedrich A. Hayek,1944.0,The Road to Serfdom,4.18,11306,299,546,2016,4540,6488,1
385337493,Diana Gabaldon,2007.0,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",3.86,14952,271,918,4658,6402,4915,0
375700811,Norman Mailer,1979.0,The Executioner's Song,4.07,13829,244,677,2693,5730,5825,1
399161481,Robert Crais,2013.0,"Suspect (Scott James & Maggie, #1)",4.14,14501,168,458,2735,7120,6512,1
140320970,William Pène du Bois,1947.0,The Twenty-One Balloons,3.96,17385,353,1066,4120,6324,6651,0
399157689,John Sandford,2012.0,"Stolen Prey (Lucas Davenport, #22)",4.17,13426,97,322,2664,6887,6346,1
465067107,Donald A. Norman,1988.0,The Design of Everyday Things,4.18,11838,88,483,2327,6020,6284,1
439632501,Margaret Peterson Haddix,1995.0,Running Out of Time,3.98,19126,224,1002,4639,7603,6858,0
671737635,Judith McNaught,1988.0,"Something Wonderful (Sequels, #2)",4.33,20049,120,464,2671,6877,10797,1
399154914,Nora Roberts,2008.0,Tribute,3.92,18811,175,981,5464,7694,6221,0
739420232,Debbie Macomber,2001.0,"16 Lighthouse Road (Cedar Cove, #1)",4.08,9938,222,617,3654,6444,6993,1
1578562589,Joanna Weaver,2000.0,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,4.16,12501,149,469,2232,4284,5704,1
61706558,Laura Lippman,2010.0,I'd Know You Anywhere,3.47,15337,329,1759,6903,6453,2143,0
763665665,Leslye Walton,2014.0,The Strange and Beautiful Sorrows of Ava Lavender,4.12,18562,388,1066,3384,7410,9312,1
62200461,Joanna Trollope,2013.0,"Sense & Sensibility (The Austen Project, #1)",3.55,11346,824,1443,3346,3651,3115,0
1433672960,Jen Hatmaker,2011.0,7: An Experimental Mutiny Against Excess,4.13,13434,335,681,2206,4671,6432,1
575095776,Nalini Singh,2011.0,"Archangel's Consort (Guild Hunter, #3)",4.24,24487,191,803,4428,10024,13673,1
380842939,Anna Lee Waldo,1978.0,Sacajawea (Lewis & Clark Expedition),4.23,13504,122,396,2290,4345,6628,1
1616552956,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014.0,"Avatar: The Last Airbender (The Rift, #1)",4.33,10560,210,311,1356,2669,6127,1
99447126,Richard Ford,1995.0,Independence Day,3.86,11663,387,961,2714,4849,3966,0
141654383X,Brad Thor,2008.0,"The Last Patriot (Scot Harvath, #7)",4.16,12264,132,390,2304,5567,5713,1
1414368186,Francine Rivers,2014.0,Bridge to Haven,4.07,11325,337,601,2356,4149,5434,1
030795871X,J. Courtney Sullivan,2013.0,The Engagements,3.59,8634,420,1388,4828,5964,2607,0
006232022X,Daniel Silva,2016.0,"The Black Widow (Gabriel Allon, #16)",4.34,8822,163,364,1722,6044,8682,1
1570089264,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,4.51,12951,164,220,1010,3223,8731,1
385495323,Simon Singh,1999.0,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,4.28,12919,85,290,1889,6053,7048,1
451460936,Karen Chance,2006.0,"Touch the Dark (Cassandra Palmer, #1)",3.7,26970,1232,2621,7437,9074,7913,0
446359203,Dan Simmons,1989.0,Carrion Comfort,3.89,13285,395,934,3401,5236,4828,0
044024417X,Karen Marie Moning,2000.0,"The Highlander's Touch (Highlander, #3)",4.15,22072,178,827,4756,9010,10627,1
786816589,Avi,2002.0,"The Cross of Lead (Crispin, #1)",3.59,18277,866,1836,5728,6524,4161,0
345322215,Piers Anthony,1986.0,"Wielding a Red Sword (Incarnations of Immortality, #4)",3.93,16222,136,852,4305,6066,5274,0
1401224687,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010.0,"Superman: Earth One, Volume 1",3.9,12982,410,945,3119,4411,4808,0
1442440430,Cassandra Clare,2011.0,The Mortal Instruments (The Mortal Instruments #1-4),4.59,13996,142,221,940,2851,10320,1
60009241,Rachel Gibson,2003.0,"See Jane Score (Chinooks Hockey Team, #2)",4.06,20770,200,835,4391,8442,7940,1
312421850,Michael Dorris,1987.0,A Yellow Raft in Blue Water,3.84,14380,312,942,3709,5627,4199,0
756405718,Seanan McGuire,2009.0,"Rosemary and Rue (October Daye, #1)",3.74,21030,758,1719,6233,8296,6032,0
441013465,Robert Lynn Asprin,1978.0,"Another Fine Myth (Myth Adventures, #1)",4.03,17018,174,728,3856,6853,6437,1
1568584253,"Simon Kuper, Stefan Szymanski",2009.0,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",3.91,10577,278,586,2796,4406,3758,0
340893613,Catherine Fisher,2000.0,"Sapphique (Incarceron, #2)",3.7,16475,475,1717,5784,6838,4834,0
067155302X,Tess Gerritsen,1996.0,Harvest,4.09,14274,84,463,3246,6280,5831,1
764524836,Mark Bittman,2007.0,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,4.08,12262,416,524,2113,3916,5403,1
1250061776,Sandy   Hall,2014.0,A Little Something Different,3.65,14206,733,1571,4722,5545,4148,0
62236679,Ann Patchett,2011.0,This is the Story of a Happy Marriage,4.03,13126,241,633,2731,6347,5238,1
1615579184,Jeff Kinney,2009.0,Diary of a Wimpy Kid: #1-4,4.45,10752,249,296,1053,2022,7353,1
307588920,John Verdon,2010.0,"Think of a Number (Dave Gurney, #1)",3.83,11877,304,1106,4490,7171,4571,0
1449461077,Lang Leav,2014.0,Lullabies,4.05,14539,582,893,2413,4236,6639,1
515137111,Nora Roberts,2003.0,Birthright,3.99,19024,166,876,4932,7596,6933,0
1590382234,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,4.41,12313,144,325,1324,3252,7483,1
99268701,Mark Kurlansky,1988.0,Cod: A Biography of the Fish that Changed the World,3.92,13137,197,627,3465,5958,4131,0
307265633,Brian Greene,2011.0,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,4.05,12080,263,515,2415,4987,4851,1
393322572,"Betty Friedan, Anna Quindlen",1963.0,The Feminine Mystique,3.85,9823,283,1001,4182,6432,4557,0
99478471,"Graham Greene, J.M. Coetzee",1938.0,Brighton Rock,3.72,13871,295,1208,4767,6561,3509,0
670021156,"Greg Mortenson, Khaled Hosseini",2009.0,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",3.86,13543,430,907,3490,5407,4507,0
307264238,Toni Morrison,2008.0,A Mercy,3.65,14707,494,1493,4653,5926,3538,0
553573861,Neal Stephenson,1988.0,Zodiac,3.7,13353,118,920,4989,6026,2750,0
1579126952,Agatha Christie,1928.0,"The Mystery of the Blue Train (Hercule Poirot, #6)",3.77,17011,142,1142,6739,8463,4609,0
316097403,"James Patterson, Maxine Paetro",2011.0,"Private #1 Suspect (Private, #2)",3.95,13428,161,684,3993,6623,4948,0
747553866,George Saunders,2000.0,Pastoralia,4.11,10786,143,473,2277,5621,5205,1
1582408289,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,"The Walking Dead, Vol. 07: The Calm Before",4.27,16769,54,310,2546,6516,8134,1
671655973,Robert A. Heinlein,1958.0,Methuselah's Children,3.98,15028,130,649,3799,6231,5186,0
62124366,Lauren Oliver,2011.0,"Hana (Delirium, #1.5)",3.63,20107,286,1918,7603,7063,4487,0
1563896176,"Garth Ennis, Steve Dillon, John McCrea",2000.0,"Preacher, Volume 8: All Hell's a-Coming",4.33,14300,160,387,1738,4431,7798,1
1880418738,"Stephen King, Michael Whelan",2008.0,"The Little Sisters of Eluria (The Dark Tower, #0.5)",4.24,14287,140,431,2336,4454,7040,1
067988632X,"Stan Berenstain, Jan Berenstain",1968.0,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",4.13,15032,230,744,3161,3680,7369,1
399156135,Robert Crais,2010.0,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",4.2,14169,65,279,2426,6481,6359,1
042519891X,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",3.96,13820,329,1125,3766,3593,6332,0
763619612,Peter H. Reynolds,2003.0,The Dot,4.26,17436,529,700,2316,4310,9811,1
1599901676,Shannon Hale,2009.0,"Forest Born (The Books of Bayern, #4)",4.01,20603,156,917,4782,8053,7335,1
425188930,Clive Barker,1985.0,The Damnation Game,3.82,14299,290,989,4119,5713,4217,0
1416918736,Kate Brian,2006.0,"Private (Private, #1)",3.81,16556,765,1530,3890,4932,5937,0
385340222,Danielle Steel,2007.0,Sisters,3.81,13621,482,1125,3697,4715,4622,0
055329461X,"William Gibson, Bruce Sterling",1990.0,The Difference Engine ,3.41,14517,685,2316,5485,4984,2616,0
763655988,Jon Klassen,2011.0,I Want My Hat Back,4.39,18489,283,461,1919,5136,11129,1
786932287,R.A. Salvatore,2003.0,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",4.15,12877,86,535,2492,4824,5843,1
1466867507,Jeffrey Archer,2016.0,"Cometh the Hour (The Clifton Chronicles, #6)",4.13,7197,211,546,2593,6464,6443,1
1402792808,Corban Addison,2011.0,A Walk Across the Sun,4.13,12091,168,443,2134,5477,5334,1
575099127,Alastair Reynolds,2008.0,House of Suns,4.19,13033,84,362,2219,6115,5983,1
1594561753,Edgar Allan Poe,1843.0,The Black Cat,4.07,16132,217,807,3645,6972,7258,1
886773687,John Steakley,1984.0,Armor,4.12,13330,274,682,2358,4618,6238,1
1930900244,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973.0,The Brothers Lionheart,4.35,16325,211,518,2379,5898,11227,1
1250010071,Lisa Scottoline,2013.0,Don't Go,3.72,13056,357,1243,4224,5539,3602,0
739429337,Sue Grafton,2002.0,"Q is for Quarry (Kinsey Millhone, #17)",3.91,17505,106,594,5323,8167,5100,0
340830107,Jojo Moyes,2005.0,The Ship of Brides,3.74,12821,277,1048,4952,7066,3532,0
440867576,"Jacqueline Wilson, Nick Sharratt",1991.0,The Story of Tracy Beaker,3.69,14772,551,1470,4540,4373,4379,0
042520040X,Evan Wright,2004.0,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",4.25,11680,55,288,1819,5303,5982,1
747236380,"Leigh Nichols, Dean Koontz",1984.0,The Servants of Twilight,3.81,14476,191,1017,4824,5482,4364,0
399155015,Daniel Silva,2008.0,"Moscow Rules (Gabriel Allon, #8)",4.17,13558,69,317,2611,6739,6087,1
1101874937,Hope Jahren,2016.0,Lab Girl,4.04,16594,425,900,3506,7585,7382,1
61240885,Derek Landy,2008.0,"Playing with Fire (Skulduggery Pleasant, #2)",4.31,15533,73,338,2536,6358,9228,1
60598328,Patricia Gaffney,1999.0,The Saving Graces,3.78,13969,196,840,4437,5283,3571,0
440222680,Harlan Coben,1996.0,Fade Away (Myron Bolitar #3),3.99,14679,59,380,4077,8262,4844,0
60935499,Peter Shaffer,1979.0,Amadeus,4.2,14285,186,448,2359,4869,6666,1
078691811X,R.A. Salvatore,2000.0,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",4.28,11293,76,368,1857,4102,6338,1
312569033,Emmy Laybourne,2012.0,"Monument 14 (Monument 14, #1)",3.89,17360,463,1196,4256,6796,6028,0
60727217,Jude Deveraux,1980.0,"The Black Lyon (Montgomery/Taggert, #1)",3.99,14456,380,847,3437,5036,6137,0
1594489424,Anne Lamott,2007.0,Grace (Eventually): Thoughts on Faith,3.98,12863,215,636,2927,5235,4548,0
307354164,Martha Stewart,2007.0,Everyday Food: Great Food Fast,3.93,11969,394,752,2625,3689,4513,0
1408319462,Teri Terry,2012.0,"Slated (Slated, #1)",4.07,17404,272,868,3661,7489,7515,1
843958448,Christine Feehan,2000.0,"Dark Gold (Dark, #3)",4.16,19210,193,888,3795,6555,9530,1
743294394,Kathy Reichs,2009.0,"206 Bones (Temperance Brennan, #12)",3.92,17160,177,810,5006,7889,5637,0
375409289,Lorrie Moore,2009.0,A Gate at the Stairs,3.14,13590,1135,2946,5374,4165,1594,0
140187723,"Jack London, Andrew Sinclair",1909.0,Martin Eden,4.39,12744,134,398,1627,4159,8615,1
385339526,Conn Iggulden,2008.0,"Genghis: Lords of the Bow (Conqueror, #2)",4.31,11600,26,181,1555,5589,6261,1
1401235638,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012.0,"Wonder Woman, Volume 1: Blood",3.87,15698,622,1095,3896,5589,5743,0
1904271359,"William Shakespeare, David Scott Kastan",1597.0,"King Henry IV, Part 1 (Wars of the Roses, #2)",3.81,14988,331,1437,5048,6531,5401,0
316236535,Ed Emberley,1992.0,"Go Away, Big Green Monster!",4.21,14322,236,633,2440,3711,7397,1
1427817413,"Jinsei Kataoka, Kazuma Kondou",2007.0,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",4.2,12932,240,587,2204,3826,6818,1
1612184650,Linda Lafferty,2012.0,The Bloodletter's Daughter: A Novel of Old Bohemia,3.75,7654,304,951,3620,5308,3086,0
822210789,Robert Harling,1988.0,Steel Magnolias (DPS Acting Edition),4.24,14651,173,512,2204,4434,7337,1
449911942,John Updike,1990.0,Rabbit at Rest (Rabbit Angstrom #4),3.96,12221,348,716,2490,4642,4489,0
553582909,"David Axton, Dean Koontz",1976.0,Icebound,3.73,15271,361,1328,4987,5007,4341,0
553383051,George R.R. Martin,1982.0,Fevre Dream,3.85,12708,224,906,4083,6919,4067,0
803725507,"Caralyn Buehner, Mark Buehner",2002.0,Snowmen at Night,4.23,15697,170,554,2706,4494,7930,1
1478314605,Tara Sivec,2012.0,"Futures and Frosting (Chocolate Lovers, #2)",4.28,16341,255,616,2964,7587,11411,1
451528891,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776.0,"Common Sense, The Rights of Man and Other Essential Writings",4.12,13088,103,465,2593,4529,5475,1
006228553X,Matthew Quick,2014.0,The Good Luck of Right Now,3.61,12230,444,1270,4595,5740,2676,0
375424482,Alexander McCall Smith,2008.0,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",4.09,16887,33,316,3657,8582,6011,1
142002046,Ian Fleming,1959.0,"Goldfinger (James Bond, #7)",3.8,13267,151,810,4545,6213,3602,0
1442454148,Richard Paul Evans,2012.0,"Rise of the Elgen (Michael Vey, #2)",4.29,15152,112,378,2190,5428,7952,1
743417321,Clive Barker,1988.0,Cabal,3.92,13557,189,698,3823,5780,4650,0
812541626,David Farland,1998.0,The Runelords (Runelords #1),3.74,14938,389,1271,4295,5826,3913,0
2290011150,Alan Dean Foster,1979.0,Alien,4.08,13669,178,576,2908,4859,5738,1
399157077,Robert Crais,2011.0,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",4.2,14248,79,314,2351,6471,6346,1
1456527738,J.M. Darhower,2014.0,"Sempre (Sempre, #1)",4.21,14217,662,1036,3140,6659,12028,1
042527067X,Ilona Andrews,2015.0,"Magic Shifts (Kate Daniels, #8)",4.47,16363,41,156,1727,6946,11959,1
141311428,"Roald Dahl, Quentin Blake",1986.0,Going Solo,4.04,14086,146,656,3345,6185,5739,1
786838825,"Sara Pennypacker, Marla Frazee",2006.0,"Clementine (Clementine, #1)",3.9,15584,501,1126,3690,5098,5774,0
1841498874,Daniel Abraham,2011.0,"The Dragon's Path (The Dagger and the Coin, #1)",3.78,13508,311,893,4059,6860,3371,0
151686564,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,4.09,15410,256,785,3349,5873,7231,1
1471132978,Philippa Gregory,2015.0,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",3.89,9793,192,738,3824,6690,4187,0
1565849930,"Henning Mankell, Laurie Thompson",1994.0,"The Man Who Smiled (Kurt Wallander, #4)",3.93,12545,128,522,3614,6932,3934,0
1931514607,Ai Yazawa,2000.0,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",4.11,14065,423,791,2447,3672,6863,1
1591842247,Geoff Colvin,2008.0,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,3.96,12511,201,656,3024,5118,4455,0
312947062,Sherrilyn Kenyon,2008.0,One Silent Night (Dark-Hunter #15),4.13,21869,183,994,4558,7546,10037,1
743468406,Lois McMaster Bujold,1986.0,"The Warrior's Apprentice (Vorkosigan Saga, #2)",4.29,15782,48,302,2284,7012,8314,1
805017224,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987.0,The Complete Phantom of the Opera,4.29,13681,199,456,1923,3728,7446,1
810993236,"Michael Buckley, Peter Ferguson",2005.0,"The Unusual Suspects (The Sisters Grimm, #2)",4.22,17793,131,446,3074,6344,8514,1
345418484,Stephen R. Donaldson,1983.0,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",4.01,14117,259,711,3255,5757,5587,1
345334310,Anne McCaffrey,1969.0,"The Ship Who Sang (Brainship, #1)",4.0,18613,173,902,4587,6687,6834,1
076537708X,"Liu Cixin, Joel Martinsen",2008.0,"The Dark Forest (Remembrance of Earth’s Past, #2)",4.38,12476,82,347,1664,5617,8850,1
1841499005,Mira Grant,2012.0,"Blackout (Newsflesh Trilogy, #3)",4.11,14819,234,712,2803,6256,6802,1
425153975,"Leigh Nichols, Dean Koontz",1981.0,The Eyes of Darkness,3.85,14002,153,789,4451,5099,4269,0
451456726,Anne Bishop,1999.0,"Heir to the Shadows (The Black Jewels, #2)",4.33,18541,207,563,2571,6074,11064,1
1492103748,Pepper Winters,2013.0,"Tears of Tess (Monsters in the Dark, #1)",4.09,22331,692,1343,3962,8034,11103,1
752815393,Tami Hoag,1996.0,"Guilty as Sin  (Deer Lake, #2)",4.1,13575,86,374,2979,5613,5488,1
441010644,Alastair Reynolds,2001.0,Chasm City,4.12,13802,80,421,2621,6448,5554,1
230744273,Martin Sixsmith,2009.0,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",3.65,7261,659,1226,3265,4203,3266,0
786868910,Liz Murray,2010.0,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",4.19,12664,146,369,2065,5600,6006,1
399157034,"J.D. Robb, Nora Roberts",2011.0,"Treachery in Death (In Death, #32)",4.43,17289,52,202,2023,6550,11111,1
345516532,Nancy Horan,2014.0,Under the Wide and Starry Sky,3.57,12105,333,1433,4648,5343,2432,0
743225082,Tony Parsons,1999.0,"Man and Boy (Harry Silver, #1)",3.55,11603,357,1256,4543,4643,2243,0
330353829,Margaret George,1997.0,The Memoirs of Cleopatra,4.17,14235,234,591,2596,5424,7243,1
345505514,Steve Berry,2011.0,"The Jefferson Key (Cotton Malone, #7)",3.88,13472,207,819,3965,6250,4333,0
345808002,Miriam Toews,2014.0,All My Puny Sorrows,3.93,11602,280,894,2772,5425,4463,0
804138567,Miranda Beverly-Whittemore,2014.0,Bittersweet,3.44,11544,634,1651,4614,4839,2097,0
553341030,John Gribbin,1984.0,In Search of Schrödinger's Cat: Quantum Physics and Reality,4.0,12399,173,559,2914,5159,4564,1
765357054,F. Paul Wilson,1981.0,"The Keep (Adversary Cycle, #1)",3.98,13211,219,721,3306,5180,5184,0
